T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719260,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,5.50206e-24,4.8314e-25,2.34348e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,5.58861e-25,0.994828,0.994828,6.20393e-05,4.9074e-26,2.38035e-30,0.101573
1606719261,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,2.05814e-24,9.99279e-25,7.50577e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.09052e-25,0.994828,0.994828,6.20393e-05,7.62383e-30,1.015e-25,0.101573
1606719262,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.15498e-23,3.60227e-25,6.54074e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.17315e-24,0.994828,0.994828,6.20393e-05,6.64362e-30,3.65893e-26,0.101573
1606719263,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.48451e-23,3.10593e-25,9.75103e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.50786e-24,0.994828,0.994828,6.20392e-05,9.90441e-30,3.15479e-26,0.101573
1606719264,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,4.94013e-24,7.64069e-25,2.69646e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,5.01784e-25,0.994828,0.994828,6.20393e-05,2.73888e-30,7.76088e-26,0.101573
1606719265,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,9.66984e-24,4.33192e-25,3.39722e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,9.82194e-25,0.994828,0.994828,6.20393e-05,3.45066e-30,4.40006e-26,0.101573
1606719266,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,3.79774e-24,1.8607e-25,2.14082e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,3.85748e-25,0.994828,0.994828,6.20393e-05,1.88997e-26,2.17449e-29,0.101573
1606719267,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,9.47043e-24,7.5393e-26,7.41466e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,9.61941e-25,0.994828,0.994828,6.20393e-05,7.53129e-30,7.65789e-27,0.101573
1606719268,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,7.5131e-24,3.22636e-25,1.53912e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,7.63128e-25,0.994828,0.994828,6.20392e-05,3.27712e-26,1.56333e-29,0.101573
1606719269,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,1.15485e-23,6.15332e-26,4.87908e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.17302e-24,0.994828,0.994828,6.20393e-05,4.95583e-30,6.25011e-27,0.101573
